date,day_night,year,month,season,count,is_workday,is_weekend,is_holiday,temp,temp_feel,humidity,wind_speed,weather_type
2015-02-09,night,2015,2,winter,6512,1,0,0,4.25,2.4166666666666665,87.29166666666667,8.666666666666666,scattered clouds
2015-02-10,day,2015,2,winter,17518,1,0,0,6.125,5.083333333333333,74.875,6,cloudy
2015-02-10,night,2015,2,winter,6041,1,0,0,4.818181818181818,3.590909090909091,84.77272727272727,7,cloudy
2015-02-11,day,2015,2,winter,16813,1,0,0,5.083333333333333,3.5416666666666665,77.25,6.5,broken clouds
2015-02-11,night,2015,2,winter,6867,1,0,0,5,2.7916666666666665,77.625,8.791666666666666,cloudy
2015-02-12,day,2015,2,winter,16476,1,0,0,4.166666666666667,2.75,71.95833333333333,7,NA
2015-02-12,night,2015,2,winter,6751,1,0,0,3.7916666666666665,2,74.29166666666667,7.416666666666667,cloudy
2015-02-13,day,2015,2,winter,13810,1,0,0,8.041666666666666,4.875,82.41666666666667,20.75,broken clouds
2015-02-13,night,2015,2,winter,3889,1,0,0,5.916666666666667,3.1666666666666665,86.66666666666667,14.875,rain
2015-02-14,day,2015,2,winter,10740,0,1,0,7.5,5.166666666666667,88.83333333333333,13.208333333333334,broken clouds
2015-02-14,night,2015,2,winter,3683,0,1,0,7.125,5.041666666666667,88.54166666666667,11.541666666666666,rain
2015-02-15,day,2015,2,winter,12962,0,1,0,7.708333333333333,6.666666666666667,81,6.958333333333333,broken clouds
2015-02-15,night,2015,2,winter,3990,0,1,0,5.666666666666667,4,91.33333333333333,7.708333333333333,scattered clouds
2015-02-16,day,2015,2,winter,12724,1,0,0,7.416666666666667,5.708333333333333,85.20833333333333,9.666666666666666,scattered clouds
2015-02-16,night,2015,2,winter,3657,1,0,0,4.666666666666667,2.4166666666666665,94.20833333333333,9.833333333333334,rain
2015-02-17,day,2015,2,winter,18205,1,0,0,6.625,4.083333333333333,64.25,13.708333333333334,clear
2015-02-17,night,2015,2,winter,6859,1,0,0,5.083333333333333,2.875,73.16666666666667,10.666666666666666,scattered clouds
2015-02-18,day,2015,2,winter,18367,1,0,0,7.666666666666667,5.083333333333333,65.33333333333333,16.833333333333332,clear
2015-02-18,night,2015,2,winter,6765,1,0,0,5.125,2.375,77.20833333333333,13.5,clear
2015-02-19,day,2015,2,winter,13141,1,0,0,7.75,4.166666666666667,79.54166666666667,24.041666666666668,rain
2015-02-19,night,2015,2,winter,3757,1,0,0,6.791666666666667,3.625,83.45833333333333,18.208333333333332,rain
2015-02-20,day,2015,2,winter,15457,1,0,0,6.875,5.5,77.79166666666667,7.625,scattered clouds
2015-02-20,night,2015,2,winter,5258,1,0,0,6.416666666666667,4.125,84.875,11.208333333333334,rain
2015-02-21,day,2015,2,winter,12068,0,1,0,5.333333333333333,2,73.54166666666667,17.583333333333332,broken clouds
2015-02-21,night,2015,2,winter,4130,0,1,0,4.291666666666667,1.25,79.125,14.833333333333334,clear
2015-02-22,day,2015,2,winter,6870,0,1,0,5.25,1.4166666666666667,75.66666666666667,21.208333333333332,clear
2015-02-22,night,2015,2,winter,2216,0,1,0,5,1.4166666666666667,86.16666666666667,21.291666666666668,clear
2015-02-23,day,2015,2,winter,15859,1,0,0,7.25,3.1666666666666665,62.458333333333336,27.75,NA
2015-02-23,night,2015,2,winter,5905,1,0,0,6.625,2.7083333333333335,71.25,24,clear
2015-02-24,day,2015,2,winter,17289,1,0,0,8,4.041666666666667,61.833333333333336,28.416666666666668,NA
2015-02-24,night,2015,2,winter,6399,1,0,0,6.375,2.25,70.45833333333333,25.583333333333332,scattered clouds
2015-02-25,day,2015,2,winter,14934,1,0,0,9.583333333333334,8.166666666666666,77.5,12.208333333333334,broken clouds
2015-02-25,night,2015,2,winter,6658,1,0,0,8.583333333333334,7.166666666666667,77.125,10,scattered clouds
2015-02-26,day,2015,2,winter,13815,1,0,0,10.208333333333334,8.875,86.04166666666667,18.958333333333332,broken clouds
2015-02-26,night,2015,2,winter,6221,1,0,0,8.291666666666666,6,77.41666666666667,14.875,clear
2015-02-27,day,2015,2,winter,18460,1,0,0,6.708333333333333,4,60.833333333333336,14.875,scattered clouds
2015-02-27,night,2015,2,winter,5907,1,0,0,5.166666666666667,2.2083333333333335,71.70833333333333,13.75,clear
2015-02-28,day,2015,2,winter,10059,0,1,0,8.75,5.583333333333333,86.16666666666667,24.166666666666668,broken clouds
2015-02-28,night,2015,2,winter,3470,0,1,0,8.625,5.916666666666667,81,22,cloudy
2015-03-01,day,2015,3,spring,12701,0,1,0,9.833333333333334,7.291666666666667,59.958333333333336,31.291666666666668,scattered clouds
2015-03-01,night,2015,3,spring,2940,0,1,0,8.541666666666666,5.541666666666667,73.41666666666667,27.875,scattered clouds
2015-03-02,day,2015,3,spring,16148,1,0,0,7.166666666666667,2.6666666666666665,54.041666666666664,34.25,scattered clouds
2015-03-02,night,2015,3,spring,6110,1,0,0,4.958333333333333,0.7916666666666666,71.58333333333333,22.375,clear
2015-03-03,day,2015,3,spring,17411,1,0,0,7.708333333333333,4.041666666666667,61.25,25.166666666666668,scattered clouds
2015-03-03,night,2015,3,spring,6434,1,0,0,5.458333333333333,1.6666666666666667,67.125,20.916666666666668,clear
2015-03-04,day,2015,3,spring,17757,1,0,0,7.666666666666667,4.083333333333333,59.75,23.875,scattered clouds
2015-03-04,night,2015,3,spring,6728,1,0,0,5.708333333333333,2.4583333333333335,69.58333333333333,16.541666666666668,clear
2015-03-05,day,2015,3,spring,18221,1,0,0,8.5,6.791666666666667,62.041666666666664,17.083333333333332,scattered clouds
2015-03-05,night,2015,3,spring,6675,1,0,0,6.5,3.625,68.5,16.291666666666668,clear
2015-03-06,day,2015,3,spring,19262,1,0,0,10.166666666666666,9.041666666666666,60.625,19.541666666666668,clear
2015-03-06,night,2015,3,spring,6075,1,0,0,8.041666666666666,5.333333333333333,65.95833333333333,15.5,clear
2015-03-07,day,2015,3,spring,21984,0,1,0,12.875,12.125,56.708333333333336,22.291666666666668,clear
2015-03-07,night,2015,3,spring,5381,0,1,0,9.208333333333334,7.166666666666667,71.91666666666667,14.5,clear
2015-03-08,day,2015,3,spring,15443,0,1,0,11.416666666666666,10.708333333333334,74.83333333333333,18.791666666666668,scattered clouds
2015-03-08,night,2015,3,spring,4574,0,1,0,8.666666666666666,7.375,82.875,9.666666666666666,scattered clouds
2015-03-09,day,2015,3,spring,17555,1,0,0,8.75,6.25,80.66666666666667,16.583333333333332,broken clouds
2015-03-09,night,2015,3,spring,6482,1,0,0,7.958333333333333,6.583333333333333,85,12.041666666666666,clear
2015-03-10,day,2015,3,spring,20304,1,0,0,9.916666666666666,8.916666666666666,56.541666666666664,9.041666666666666,clear
2015-03-10,night,2015,3,spring,7370,1,0,0,7.916666666666667,5.875,74.375,12.208333333333334,clear
2015-03-11,day,2015,3,spring,19851,1,0,0,10.166666666666666,9.125,65.70833333333333,14.833333333333334,clear
2015-03-11,night,2015,3,spring,7568,1,0,0,7.333333333333333,6.083333333333333,81.75,7.625,clear
2015-03-12,day,2015,3,spring,20604,1,0,0,11.208333333333334,10.791666666666666,46.291666666666664,17.125,clear
2015-03-12,night,2015,3,spring,7527,1,0,0,8.791666666666666,7.125,66.125,10.041666666666666,clear
2015-03-13,day,2015,3,spring,19205,1,0,0,9.833333333333334,8.708333333333334,54.125,21,clear
2015-03-13,night,2015,3,spring,6495,1,0,0,7.166666666666667,4.541666666666667,68.41666666666667,14.541666666666666,clear
2015-03-14,day,2015,3,spring,13610,0,1,0,7.166666666666667,3.9166666666666665,62.791666666666664,19.875,scattered clouds
2015-03-14,night,2015,3,spring,4491,0,1,0,5.125,2,71.16666666666667,16.041666666666668,cloudy
2015-03-15,day,2015,3,spring,7390,0,1,0,6.666666666666667,3.5833333333333335,79.83333333333333,17.625,rain
2015-03-15,night,2015,3,spring,3272,0,1,0,5.958333333333333,3.0416666666666665,84.58333333333333,15,rain
2015-03-16,day,2015,3,spring,13623,1,0,0,7.75,4.916666666666667,76.75,16.708333333333332,broken clouds
2015-03-16,night,2015,3,spring,6201,1,0,0,6.25,4.125,86.79166666666667,10.666666666666666,rain
2015-03-17,day,2015,3,spring,18537,1,0,0,9.333333333333334,8.583333333333334,82.83333333333333,9.708333333333334,scattered clouds
2015-03-17,night,2015,3,spring,7243,1,0,0,7.625,5.75,88.91666666666667,10.708333333333334,rain
2015-03-18,day,2015,3,spring,19280,1,0,0,7.25,4.541666666666667,76.83333333333333,14.25,scattered clouds
2015-03-18,night,2015,3,spring,7159,1,0,0,6.541666666666667,4.625,83.29166666666667,10.166666666666666,NA
2015-03-19,day,2015,3,spring,17401,1,0,0,7.458333333333333,4.666666666666667,78.95833333333333,16,broken clouds
2015-03-19,night,2015,3,spring,6676,1,0,0,7.041666666666667,4.416666666666667,79.33333333333333,14.166666666666666,cloudy
2015-03-20,day,2015,3,spring,18962,1,0,0,7.458333333333333,6.291666666666667,76.16666666666667,7.333333333333333,broken clouds
2015-03-20,night,2015,3,spring,6264,1,0,0,7.625,5.375,74.79166666666667,12.375,cloudy
2015-03-21,day,2015,3,spring,11615,0,1,0,7.875,4.916666666666667,67.41666666666667,19.083333333333332,broken clouds
2015-03-21,night,2015,3,spring,4501,0,1,0,7.375,4.875,76.66666666666667,13.875,broken clouds
2015-03-22,day,2015,3,spring,14319,0,1,0,6.583333333333333,4.041666666666667,64.16666666666667,13.75,NA
2015-03-22,night,2015,3,spring,4299,0,1,0,5.125,2.625,71.29166666666667,11.041666666666666,broken clouds
2015-03-23,day,2015,3,spring,18723,1,0,0,9.5,8.083333333333334,57.041666666666664,14.833333333333334,scattered clouds
2015-03-23,night,2015,3,spring,6869,1,0,0,6.5,4.875,75.29166666666667,9,cloudy
2015-03-24,day,2015,3,spring,18036,1,0,0,8,6.541666666666667,64.83333333333333,8.791666666666666,scattered clouds
2015-03-24,night,2015,3,spring,6047,1,0,0,7.083333333333333,5.291666666666667,74.79166666666667,9.916666666666666,rain
2015-03-25,day,2015,3,spring,18528,1,0,0,7.125,5.583333333333333,63.625,8.791666666666666,scattered clouds
2015-03-25,night,2015,3,spring,7144,1,0,0,5.291666666666667,3.7083333333333335,70.54166666666667,7.083333333333333,clear
2015-03-26,day,2015,3,spring,13672,1,0,0,9.333333333333334,7.625,73.25,23.708333333333332,broken clouds
2015-03-26,night,2015,3,spring,6633,1,0,0,7.5,4.75,67.5,17.958333333333332,NA
2015-03-27,day,2015,3,spring,19664,1,0,0,9.958333333333334,8.625,52.083333333333336,15.208333333333334,clear
2015-03-27,night,2015,3,spring,6684,1,0,0,7.708333333333333,5.208333333333333,68.91666666666667,16.25,NA
2015-03-28,day,2015,3,spring,13544,0,1,0,12.666666666666666,12.541666666666666,80.66666666666667,26.458333333333332,broken clouds
2015-03-28,night,2015,3,spring,5442,0,1,0,10.458333333333334,9.75,79.58333333333333,19.333333333333332,broken clouds
2015-03-29,day,2015,3,spring,5349,0,1,0,12.166666666666666,11.791666666666666,79.29166666666667,32.958333333333336,rain
2015-03-29,night,2015,3,spring,3243,0,1,0,10.363636363636363,8.227272727272727,75.43181818181819,28.386363636363637,rain
2015-03-30,day,2015,3,spring,16875,1,0,0,9.541666666666666,7.416666666666667,52.291666666666664,24.958333333333332,scattered clouds
2015-03-30,night,2015,3,spring,5231,1,0,0,9.708333333333334,7.375,76.83333333333333,27.708333333333332,scattered clouds
2015-03-31,day,2015,3,spring,16286,1,0,0,11.625,11.416666666666666,50,45.916666666666664,scattered clouds
2015-03-31,night,2015,3,spring,6316,1,0,0,9.6875,7.125,62.875,35.875,broken clouds
2015-04-01,day,2015,4,spring,17196,1,0,0,9.208333333333334,6.166666666666667,53.041666666666664,33.75,scattered clouds
2015-04-01,night,2015,4,spring,6343,1,0,0,7.791666666666667,3.7083333333333335,66.66666666666667,29.666666666666668,clear
2015-04-02,day,2015,4,spring,16554,1,0,0,8.791666666666666,7.333333333333333,59.208333333333336,10.625,scattered clouds
2015-04-02,night,2015,4,spring,6128,1,0,0,9.333333333333334,6.916666666666667,73.5,19,rain
2015-04-03,day,2015,4,spring,8458,0,0,1,10.041666666666666,9.666666666666666,85.95833333333333,6.458333333333333,broken clouds
2015-04-03,night,2015,4,spring,2840,0,0,1,8.75,7.5,90.20833333333333,9.375,rain
2015-04-04,day,2015,4,spring,8575,0,1,0,8.818181818181818,6.136363636363637,74.54545454545455,17.40909090909091,broken clouds
2015-04-04,night,2015,4,spring,4289,0,1,0,8.916666666666666,7.833333333333333,80.58333333333333,7.541666666666667,rain
2015-04-05,day,2015,4,spring,13847,0,1,0,9.708333333333334,9.25,68.125,8.125,broken clouds
2015-04-05,night,2015,4,spring,5522,0,1,0,7.875,7.291666666666667,74.125,5.916666666666667,clear
2015-04-06,day,2015,4,spring,20284,0,0,1,11.125,10.166666666666666,72.08333333333333,15.333333333333334,scattered clouds
2015-04-06,night,2015,4,spring,5155,0,0,1,7.375,5.375,75.08333333333333,11.375,clear
2015-04-07,day,2015,4,spring,20498,1,0,0,12.541666666666666,12.458333333333334,61,6.291666666666667,clear
2015-04-07,night,2015,4,spring,8943,1,0,0,9.625,9.375,75.125,6.916666666666667,clear
2015-04-08,day,2015,4,spring,21528,1,0,0,13.125,13.083333333333334,69.875,11.458333333333334,clear
2015-04-08,night,2015,4,spring,9115,1,0,0,10.375,9.666666666666666,78.04166666666667,10.583333333333334,clear
2015-04-09,day,2015,4,spring,21971,1,0,0,11.625,10.833333333333334,74.33333333333333,9.625,NA
2015-04-09,night,2015,4,spring,9549,1,0,0,9.375,8.291666666666666,84.29166666666667,11.5,NA
2015-04-10,day,2015,4,spring,22722,1,0,0,14.333333333333334,13.791666666666666,65.20833333333333,14.166666666666666,clear
2015-04-10,night,2015,4,spring,9330,1,0,0,11.75,11.291666666666666,70.79166666666667,9.666666666666666,clear
2015-04-11,day,2015,4,spring,16914,0,1,0,12.166666666666666,11.916666666666666,57.958333333333336,25.208333333333332,scattered clouds
2015-04-11,night,2015,4,spring,8199,0,1,0,11.083333333333334,10.333333333333334,59.875,18.166666666666668,clear
2015-04-12,day,2015,4,spring,22360,0,1,0,13.333333333333334,12.666666666666666,54.541666666666664,25.583333333333332,clear
2015-04-12,night,2015,4,spring,6844,0,1,0,10.25,9.166666666666666,62.75,14.833333333333334,clear
2015-04-13,day,2015,4,spring,19218,1,0,0,12.333333333333334,11.958333333333334,66.29166666666667,9.708333333333334,broken clouds
2015-04-13,night,2015,4,spring,8830,1,0,0,10.875,10.375,71.25,9.75,cloudy
2015-04-14,day,2015,4,spring,24019,1,0,0,17.416666666666668,16.708333333333332,53.958333333333336,21.875,clear
2015-04-14,night,2015,4,spring,10500,1,0,0,13.875,13.083333333333334,67.58333333333333,12.458333333333334,clear
2015-04-15,day,2015,4,spring,25640,1,0,0,20.291666666666668,19.75,43,14,clear
2015-04-15,night,2015,4,spring,11830,1,0,0,14.791666666666666,14.666666666666666,60.791666666666664,14.125,clear
2015-04-16,day,2015,4,spring,22216,1,0,0,13.041666666666666,12.75,61.958333333333336,21.916666666666668,clear
2015-04-16,night,2015,4,spring,8273,1,0,0,10.333333333333334,9.041666666666666,71.95833333333333,17.333333333333332,clear
2015-04-17,day,2015,4,spring,21928,1,0,0,11.666666666666666,10.916666666666666,56.125,26.916666666666668,clear
2015-04-17,night,2015,4,spring,7868,1,0,0,9.5,6.916666666666667,71.125,20.375,clear
2015-04-18,day,2015,4,spring,22034,0,1,0,10.916666666666666,10.041666666666666,59.875,25.916666666666668,scattered clouds
2015-04-18,night,2015,4,spring,7561,0,1,0,8.375,6.25,67.875,19.25,broken clouds
2015-04-19,day,2015,4,spring,14074,0,1,0,8.916666666666666,7.083333333333333,62.25,12.208333333333334,broken clouds
2015-04-19,night,2015,4,spring,5662,0,1,0,7.916666666666667,6.25,73.375,11,cloudy
2015-04-20,day,2015,4,spring,22658,1,0,0,13.416666666666666,13.125,55.208333333333336,16.583333333333332,clear
2015-04-20,night,2015,4,spring,9399,1,0,0,8.708333333333334,7.75,73.66666666666667,11.125,clear
2015-04-21,day,2015,4,spring,24636,1,0,0,13.583333333333334,13.333333333333334,52.083333333333336,14.041666666666666,clear
2015-04-21,night,2015,4,spring,10272,1,0,0,9.166666666666666,8.375,71.125,11.458333333333334,clear
2015-04-22,day,2015,4,spring,22978,1,0,0,11.708333333333334,11.208333333333334,68.20833333333333,21.375,broken clouds
2015-04-22,night,2015,4,spring,9403,1,0,0,9.083333333333334,7.75,76.75,12.333333333333334,clear
2015-04-23,day,2015,4,spring,22735,1,0,0,11.375,10.5,64.5,11.25,broken clouds
2015-04-23,night,2015,4,spring,10038,1,0,0,9.416666666666666,7.541666666666667,78.83333333333333,15.166666666666666,clear
2015-04-24,day,2015,4,spring,23351,1,0,0,14.791666666666666,14.5,59.833333333333336,16.083333333333332,clear
2015-04-24,night,2015,4,spring,8751,1,0,0,11.25,10.875,77.45833333333333,12.25,clear
2015-04-25,day,2015,4,spring,18074,0,1,0,15.041666666666666,15.041666666666666,69.70833333333333,20.25,broken clouds
2015-04-25,night,2015,4,spring,7120,0,1,0,13.25,13.25,80.58333333333333,16.541666666666668,rain
2015-04-26,day,2015,4,spring,13642,0,1,0,9.166666666666666,7.333333333333333,83.16666666666667,12.833333333333334,broken clouds
2015-04-26,night,2015,4,spring,5785,0,1,0,10.125,9.25,83.5,9.541666666666666,clear
2015-04-27,day,2015,4,spring,21788,1,0,0,9.875,9.375,51.791666666666664,6.916666666666667,clear
2015-04-27,night,2015,4,spring,8701,1,0,0,8.666666666666666,7.375,59.375,14.041666666666666,clear
2015-04-28,day,2015,4,spring,22659,1,0,0,10.791666666666666,9.416666666666666,43.125,26.083333333333332,clear
2015-04-28,night,2015,4,spring,9124,1,0,0,8.625,6.333333333333333,63.833333333333336,20,clear
2015-04-29,day,2015,4,spring,17014,1,0,0,10.458333333333334,8.708333333333334,74.41666666666667,20.958333333333332,rain
2015-04-29,night,2015,4,spring,9016,1,0,0,9.25,7.291666666666667,68.20833333333333,16.333333333333332,clear
2015-04-30,day,2015,4,spring,22222,1,0,0,12.333333333333334,11.583333333333334,51.166666666666664,21.833333333333332,clear
2015-04-30,night,2015,4,spring,9399,1,0,0,9.166666666666666,7.291666666666667,64.33333333333333,14.75,clear
2015-05-01,day,2015,5,spring,22257,1,0,0,10.083333333333334,8.75,59.041666666666664,22.5,scattered clouds
2015-05-01,night,2015,5,spring,7322,1,0,0,8.083333333333334,5.708333333333333,69.45833333333333,15.25,clear
2015-05-02,day,2015,5,spring,16258,0,1,0,10.666666666666666,9.583333333333334,70.875,24.291666666666668,scattered clouds
2015-05-02,night,2015,5,spring,5973,0,1,0,8.833333333333334,7.291666666666667,78.16666666666667,17.833333333333332,clear
2015-05-03,day,2015,5,spring,13734,0,1,0,15.875,15.875,78.79166666666667,21.958333333333332,broken clouds
2015-05-03,night,2015,5,spring,7431,0,1,0,13.25,13.125,81.95833333333333,21.541666666666668,broken clouds
2015-05-04,day,2015,5,spring,21849,0,0,1,15.666666666666666,15.666666666666666,55.625,16.916666666666668,scattered clouds
2015-05-04,night,2015,5,spring,4946,0,0,1,13.541666666666666,13.541666666666666,78.79166666666667,20.708333333333332,rain
2015-05-05,day,2015,5,spring,18752,1,0,0,15.458333333333334,15.458333333333334,61.25,37.041666666666664,scattered clouds
